text,sentiment
RT @RWSurferGirl: .@GovChristie Just got his ass served to him by @RandPaul 🇺🇸 #GOPDebates  #GOPDebates,Negative
Fix New Jersey first @ChrisChristie #GOPDebates,Negative
"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…",Negative
How sweet. @ChrisChristie has family who served. What does anything he is saying have to do with veterans? #GOPDebates,Positive
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Negative
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Neutral
RT @msgoddessrises: Anyone who uses God's name for hate is a wolf in sheep's clothing. Matthew 23:1-15 #Cruz and #Huckabee are not men of G…,Negative
Ben Carlson nailed it on his comments about race and our own country trying to divide us!!! @FoxNews #GOPDebate #GOPDebates,Positive
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Neutral
RT @SupermanHotMale: Dr. Carson talking about race is like trump talking about money. #Wrong #GopDebates,Negative
"Yes, respect like saying you'll punch people in their faces! #GOPDebates",Negative
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Positive
RT @NateMJensen: Walker: God is cutting the UW budget. Talk to him. #GOPdebates,Negative
We cut the military and fight teachers. - #gopdebates,Negative
RT @ouleye_ndoye: Aaand the question about the racial divide goes to ... *drum roll* ... the only black man on stage. #GOPdebates #overit,Negative
RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
"RT @SalMasekela: Ben Carson, solidifying the black vote. #GOPDebates",Positive
"RT @SupermanHotMale: Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women or…",Negative
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
"Fun watching @realDonaldTrump sock it to @FoxNews &amp; so many other ""reporters"" who have lost their true north. Go Don! #GOPdebates 🇺🇸",Positive
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Positive
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Neutral
"Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http://t.co/CF4CyiT15k",Negative
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Positive
RT @ericstonestreet: Trump has Cam hands. #GOPDebates,Negative
RT @mcmicha7: U.S. military spending vs other nations via @washingtonpost http://t.co/vBPXF8hqRF #GOPDebates http://t.co/StS4TNx3Kw,Negative
We already heard you say you were appointed on 9/10/11! Enough! #GOPDebates,Negative
RT @NateMJensen: Walker: God is cutting the UW budget. Talk to him. #GOPdebates,Negative
Second spin room getting ready! #GOPdebates http://t.co/DCS6I6tfdN,Neutral
Dr Ben Carson: United (not divided) States of America #GOPDebate #GOPDebates,Positive
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Positive
"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…",Negative
RT @NateMJensen: Walker: God is cutting the UW budget. Talk to him. #GOPdebates,Neutral
RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,Negative
"This isn't the republican primary, it's So You Think You Can Govern.  A new reality show. #DebateWithBernie #GOPDebate #GOPDebates @FoxNews",Negative
RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,Neutral
RT @MNVoters: #Cruz says we will know the candidates by their fruits. #Trump are you listening?  #GOPDebates,Neutral
"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…",Negative
"RT @SalMasekela: Senator Cruz, any word from God? Just spit out my tequila. Damn you Megyn Kelly, it was the expensive kind. #GOPDebates",Negative
RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,Negative
#Kasich is moving up! #GOPDebates #HOmeRun,Positive
"RT @SupermanHotMale: Dear Ted Cruz, what do scriptures say about you lying about our very good President? That's what I thought #GopDebates",Negative
RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw,Negative
"“@msgoddessrises: There's some Cakebread in the fridge. #GOPDebates  https://t.co/zbMtZSX9vX” Break it open! Red or White?
Love their chard!",Positive
"RT @illinimarine7: Cruz: hardball ?
Trump: smear ?
Rubio: hardball ?
Bush: what is your favorite color?
#GOPDebates",Neutral
"Instead of being an adult and watching the #GOPDebates, I watched #TheDescendants to feel connected to my youthful following. 👸🏻👑",Neutral
"RT @PBoylen: @ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!
#RedNationRaising #GOPDebates",Positive
"RT @illinimarine7: Cruz: hardball ?
Trump: smear ?
Rubio: hardball ?
Bush: what is your favorite color?
#GOPDebates",Neutral
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
I bet these guys have bibles in their podiums #GOPDebate #GOPDebates,Neutral
RT @NateMJensen: Walker: God is cutting the UW budget. Talk to him. #GOPdebates,Neutral
HOW COULD YOU NOT ASK TRUMP ABOUT GOD #GOPDebates,Neutral
I have a headache from the massive eye roll that I just did due to that closing question. #GOPDebates,Negative
"Carson playing the Booker T. Washington card and preaching ""colorblindness""... #GOPDebates #trdebates",Negative
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Neutral
"Trump was thinking message from God, I haven't told these other guys anything....#GOPDebates",Neutral
"RT @SupermanHotMale: Dear Gov Walker, you have nothing to brag about, you fucked your state of Wisconsin and you suck Koch... #BitchAssPoli…",Negative
"Dear Fox News, here is my closing argument, None of the Gop candidates said anything to help the suffering of women or kids. #GopDebates",Negative
"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…",Negative
#GOPDebates #Trump @megynkelly still supporting trump no matter how hard you tried to tear him down.,Positive
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
RT @NateMJensen: Walker: God is cutting the UW budget. Talk to him. #GOPdebates,Negative
On the low though the GOP wouldn't be a factor if they didn't pander to that religion so much #GOPdebates,Negative
"RT @SalMasekela: Ben Carson, solidifying the black vote. #GOPDebates",Positive
Well Dr Carson...did you just dance away any race issues in this country??? #GOPDebates #FOXNEWSDEBATE #Hillary2016,Negative
Trump did not get to answer the God ?#GOPDebates,Neutral
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
"RT @jordular: Wham, Bam, Thank You, Ann! How the participants of the #GOPDebates should be seen. #truthbomb http://t.co/sosrcPfVSJ",Negative
All this science talk is hot!!!! @BenCarson2016 #GOPDebates,Positive
Ask EVERYONE The Questions About Race...#GOPDebates,Negative
Kasich has the least-dead eyes of the bunch. #GOPDebates,Positive
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Negative
RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,Negative
When Ben Carson  talks about race. #GOPDebates http://t.co/noxpKanwSX,Negative
RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Neutral
Did you notice @ScottWalker nodding in agreement when @BenCarson talked about operating on the brain? #GOPdebates #LZDebates,Negative
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
RT @RWSurferGirl: Why should @realDonaldTrump pledge support to the GOP when the establishment sold out to Obama? #GOPDebate  #GOPDebates 🇺🇸,Negative
RT @NateMJensen: Walker: God is cutting the UW budget. Talk to him. #GOPdebates,Negative
RT @SupermanHotMale: Dr. Carson talking about race is like trump talking about money. #Wrong #GopDebates,Negative
".@BenCarson2016: ""We are the United States not the divided states."" #GOPdebates",Negative
If they mention #lebrojames the bottle of tequila is gone! #GOPDebates #FOXNEWSDEBATE,Neutral
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
"Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebates",Negative
"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A",Positive
I like Ben! #GOPDebates,Positive
Sad that Trump didn't get to answer that question #GOPDebates,Negative
RT @SupermanHotMale: Dr. Carson talking about race is like trump talking about money. #Wrong #GopDebates,Negative
Dusting off my Twitter account for this #GOPDebates,Neutral
MSNBC should host the #GOPDebates and Fox News should have the Dems. Then you'd get to watch Megan Kelly's brain explode on live TV.,Negative
Closing statements should be interesting... #GOPDebates,Neutral
"Scott Walker is like, Carson, I elect YOU as my first black friend. #gopdebates",Positive
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
"RT @RWSurferGirl: Rubio and Bush are a threat to this country, 🇺🇸 #GOPDebate  #GOPDebates",Negative
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
"RT @SupermanHotMale: Dear Ted Cruz, what do scriptures say about you lying about our very good President? That's what I thought #GopDebates",Negative
"To his credit,  carson is the only one, the only one to mention anything about race relations #gopdebates",Positive
RT @ikariusrising: You ask the only Black Candidate the only race question? #GOPDebates,Neutral
#Carson slamming #Radicals #GOPDebates,Positive
"Is that a young Stanley from @theofficenbc ?

#GOPDebates #BoomRoasted",Neutral
"RT @BrendanKKirby: If @JohnKasich hasn't wrapped up the mailman vote by the end of this debate, he ought to drop out. #GOPdebates #LZDebates",Negative
Closing statements! #GOPDebates http://t.co/950Mi0Erjz,Neutral
RT @RWSurferGirl: Breaking: Brian Williams just handed Chris Christie a donut to calm him down. 🇺🇸 #GOPDebate #GOPDebates,Negative
"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A",Positive
#GOPDebates ben Carson loves to use his gifted hands to speak,Positive
LaurieCicotello : What Roxy Girl thinks of the #GOPDebates... @ Kaua'i … http://t.co/ZSMwzTkfFv) http://t.co/GVxKgHDXOQ,Negative
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
They did not ask Trump about God. #GOPDebates,Neutral
"Retweeted Sal Masekela (@SalMasekela):

These self righteous hypocrites, trying to out God each other. Shameless. #GOPDebates",Negative
RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates,Negative
I think Carson said his rivals for the nomination want to divide us.  #GOPDebates,Negative
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…",Negative
"RT @SalMasekela: These self righteous hypocrites, trying to out God each other. Shameless. #GOPDebates",Negative
Ben Carson and he's standing out RIGHT NOW! #GOPDebates #tcot #ccot AND TRUMP OF COURSE! https://t.co/GZE8ftY1Ma,Neutral
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
"RT @doubleofive: Every time the debate bell rings, my dogs freak out. #GOPDebates",Neutral
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
"RT @NerdyNegress: #GOPdebates
This is No damn Christian revival. Cut it out.",Negative
"The skin doesnt make them who they are, the hair doesnt make them who they are, but sexual orientation - totally #GOPDebates",Negative
RT @goldietaylor: Commercial break! #GOPDebates http://t.co/NdE2oeJLmH,Neutral
@RealBenCarson The skin doesn't make who they are! #GOPDebates The media is dividing us!,Negative
"Speaking of the constitution, do you believe in the part that talks about separation of church and state? #GOPDebates",Neutral
